Age,Budget,Duree,Budget_per_day,Interet_Aventure,Interet_Culture,Interet_Nature,Interet_Plage,Interet_Ville,Climat_Chaud,Climat_Froid,Climat_Tempéré,Destination
0.11094376035878056,-0.7290687796670081,-0.4395149319010958,-0.5442329840888496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.4376663059497194,-0.4178061075507455,-0.21573465624414007,-0.3911803684700556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.3312970881715324,0.36665339943385394,-1.110855758871963,1.1863133078439896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
0.8185291180072813,0.033088417477485345,0.679386446383683,-0.3992728403004305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
1.8799071544800325,-0.5899217595776508,-0.6632952075580516,-0.33567034115370953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.8185291180072813,0.08254136538380744,-0.6632952075580516,0.2695104124022069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
0.02249559065271797,-0.6112544037725348,-0.8870754832150073,-0.22608043284085075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
0.02249559065271797,0.3307757705606399,-0.4395149319010958,0.29034488688071197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.11094376035878056,0.30653412943008984,-0.8870754832150073,0.7375400879996865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.37628826947696836,-0.3998672931141385,-0.6632952075580516,-0.16463151246306834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
1.1723217968315316,-0.11527042624148093,0.008045619412815702,-0.2742359497860679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.419745257877595,-0.3426570200460404,-0.21573465624414007,-0.3385791397226966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.6416327785951561,-0.03381851204283278,-1.110855758871963,0.6817487920388523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
1.79145898477397,-0.703372640068625,-0.21573465624414007,-0.5910650377100196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.2428489184654698,-0.06290848139949283,-1.110855758871963,0.6450976165566389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.2428489184654698,-0.05078766083421781,-0.21573465624414007,-0.13428275452327665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-1.0388824458200332,0.3365937644319719,-1.110855758871963,1.1484404265123693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.419745257877595,-0.06872647527082484,-1.110855758871963,0.6377673814601964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.526114475655782,-0.3232637071416003,-0.8870754832150073,0.07629177496648103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.7735379367018453,0.14314546821018254,-0.4395149319010958,0.1425948246367869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.8185291180072813,-0.07599896760998986,0.008045619412815702,-0.24949640386161984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.7735379367018453,-0.20011617019840608,0.4556061707267272,-0.46100423908111887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.419745257877595,0.2212035526505537,-0.4395149319010958,0.20406190479511227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
0.6416327785951561,0.05345139602714738,-0.6632952075580516,0.24333099984751694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.0838736271254692,0.1693264406311766,0.008045619412815702,-0.09495059845704269,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.5531846088890935,0.392834371854848,-0.4395149319010958,0.3392131245221135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
1.2607699665375942,-0.7334322750705071,-0.4395149319010958,-0.5476690320480105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.861986106407908,-0.44689607690740557,0.679386446383683,-0.6318668671798899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.1544007487594072,-0.7154934606339001,-1.110855758871963,-0.17711042009434758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.7030108150679073,-0.6359808777256959,-0.4395149319010958,-0.4709306276267472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.79145898477397,-0.6117392365951458,-0.8870754832150073,-0.22658947696173853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-1.0388824458200332,0.26580817233076576,-1.110855758871963,1.05925589950565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
1.3492181362436568,0.1232673224831315,0.4556061707267272,-0.29123801061786614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.9954254574194065,0.2944133088648148,-1.110855758871963,1.09529622206316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.2428489184654698,-0.49150069658761764,0.9031667220406387,-0.6873470850252527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.5081934275836576,0.2788986585412628,0.4556061707267272,-0.20953642240691536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.7735379367018453,0.09563185159430446,0.9031667220406387,-0.4231531611231811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
0.4647364391830309,-0.0454544997854968,0.679386446383683,-0.43733368106252385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Paris
-0.1544007487594072,0.2866559837030388,0.008045619412815702,-0.021037387176592613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
1.3492181362436568,-0.721311454505232,0.4556061707267272,-0.7346154768592247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
-0.7735379367018453,-0.5268934926382207,-0.21573465624414007,-0.4675369908452541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
0.4647364391830309,-0.5108940094920577,-0.6632952075580516,-0.2645496037134684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Paris
